coseq_kmeans	hclust	PrimaryStage	StageBias	Label
FBgn0044826	3	2	E4	broad	inverse_hourglass
FBgn0044871	1	1	E1	E1	hourglass
FBgn0045064	1	1	E6	E6	hourglass
FBgn0045073	2	1	E1	E1	early_constraint
FBgn0045800	1	1	E2	E2	hourglass
FBgn0045823	6	5	E3	broad	uniform_low
FBgn0045842	5	5	E1	broad	uniform_high
FBgn0046114	1	3	E1	broad	hourglass
FBgn0046222	6	1	E1	E1	uniform_low
FBgn0046301	1	3	E2	E2	hourglass
FBgn0046302	6	2	E8	E8	uniform_low
FBgn0046685	5	5	E3	E3	uniform_high
FBgn0046687	6	1	E2	E2	uniform_low
FBgn0046692	1	1	E1	E1	hourglass
FBgn0046704	4	5	E3	E3	late_constraint
FBgn0046706	4	5	E1	E1	late_constraint
FBgn0046875	2	4	E5	E5	early_constraint
FBgn0046880	2	4	E7	E7	early_constraint
FBgn0047114	6	1	E7	broad	uniform_low
FBgn0050010	5	2	E1	E1	uniform_high
FBgn0050015	5	1	E3	E3	uniform_high
FBgn0050016	5	1	E2	E2	uniform_high
FBgn0050020	6	1	E1	E1	uniform_low
FBgn0050022	5	4	E1	E1	uniform_high
FBgn0050035	5	2	E3	E3	uniform_high
FBgn0050051	1	1	E2	E2	hourglass
FBgn0050055	1	1	E1	broad	hourglass
FBgn0050069	3	3	E6	E6	inverse_hourglass
FBgn0050077	4	3	E2	E2	late_constraint
FBgn0050122	3	2	E2	E2	inverse_hourglass
FBgn0050147	1	1	E5	E5	hourglass
FBgn0050159	2	1	E6	E6	early_constraint
FBgn0050185	4	2	E7	E7	late_constraint
FBgn0050197	2	4	E8	E8	early_constraint
FBgn0050272	5	4	E7	E7	uniform_high
FBgn0050291	1	3	E4	broad	hourglass
FBgn0050342	6	2	E1	E1	uniform_low
FBgn0050344	2	3	E4	broad	early_constraint
FBgn0050349	1	3	E2	broad	hourglass
FBgn0050359	4	5	E1	E1	late_constraint
FBgn0050360	2	4	E7	E7	early_constraint
FBgn0050371	2	4	E6	E6	early_constraint
FBgn0050373	6	5	E2	broad	uniform_low
FBgn0050389	5	1	E4	E4	uniform_high
FBgn0050392	1	5	E8	broad	hourglass
FBgn0050394	4	5	E4	broad	late_constraint
FBgn0050403	5	5	E1	E1	uniform_high
FBgn0050404	6	3	E1	E1	uniform_low
FBgn0050410	4	5	E1	E1	late_constraint
FBgn0050411	2	4	E5	E5	early_constraint
FBgn0050413	3	4	E5	E5	inverse_hourglass
FBgn0050424	5	3	E8	E8	uniform_high
FBgn0050428	4	5	E1	E1	late_constraint
FBgn0050438	3	2	E4	E4	inverse_hourglass
FBgn0050440	5	1	E4	E4	uniform_high
FBgn0050443	3	5	E2	E2	inverse_hourglass
FBgn0050463	5	3	E5	E5	uniform_high
FBgn0050489	6	2	E2	E2	uniform_low
FBgn0050493	5	3	E2	broad	uniform_high
FBgn0050502	5	4	E6	E6	uniform_high
FBgn0051002	5	2	E3	E3	uniform_high
FBgn0051005	5	4	E5	E5	uniform_high
FBgn0051014	5	2	E4	E4	uniform_high
FBgn0051030	3	2	E6	E6	inverse_hourglass
FBgn0051032	4	5	E2	E2	late_constraint
FBgn0051041	2	4	E7	E7	early_constraint
FBgn0051044	5	2	E2	E2	uniform_high
FBgn0051064	5	5	E4	broad	uniform_high
FBgn0051098	3	2	E6	E6	inverse_hourglass
FBgn0051108	4	2	E1	E1	late_constraint
FBgn0051109	6	5	E1	E1	uniform_low
FBgn0051111	6	5	E1	E1	uniform_low
FBgn0051118	2	4	E4	broad	early_constraint
FBgn0051126	6	2	E1	broad	uniform_low
FBgn0051133	3	5	E3	E3	inverse_hourglass
FBgn0051151	3	2	E3	broad	inverse_hourglass
FBgn0051155	6	1	E1	E1	uniform_low
FBgn0051158	4	1	E3	E3	late_constraint
FBgn0051163	6	1	E3	E3	uniform_low
FBgn0051195	3	2	E3	E3	inverse_hourglass
FBgn0051198	2	4	E7	E7	early_constraint
FBgn0051201	3	5	E5	E5	inverse_hourglass
FBgn0051224	5	2	E5	broad	uniform_high
FBgn0051229	3	2	E2	broad	inverse_hourglass
FBgn0051267	2	4	E7	E7	early_constraint
FBgn0051274	6	4	E3	E3	uniform_low
FBgn0051313	2	3	E8	E8	early_constraint
FBgn0051337	3	2	E7	E7	inverse_hourglass
FBgn0051342	6	1	E2	E2	uniform_low
FBgn0051344	5	5	E4	E4	uniform_high
FBgn0051357	1	3	E2	broad	hourglass
FBgn0051360	6	1	E1	E1	uniform_low
FBgn0051365	3	5	E1	E1	inverse_hourglass
FBgn0051368	3	5	E2	E2	inverse_hourglass
FBgn0051373	5	2	E1	E1	uniform_high
FBgn0051390	3	2	E1	E1	inverse_hourglass
FBgn0051441	3	2	E1	E1	inverse_hourglass
FBgn0051457	1	1	E1	E1	hourglass
FBgn0051510	4	5	E1	E1	late_constraint
FBgn0051548	4	4	E7	E7	late_constraint
FBgn0051549	2	3	E1	E1	early_constraint
FBgn0051550	6	2	E4	broad	uniform_low
FBgn0051559	3	5	E4	E4	inverse_hourglass
FBgn0051619	2	4	E5	E5	early_constraint
FBgn0051635	4	1	E5	broad	late_constraint
FBgn0051637	1	5	E4	E4	hourglass
FBgn0051643	5	4	E1	E1	uniform_high
FBgn0051648	1	1	E7	broad	hourglass
FBgn0051673	2	3	E1	E1	early_constraint
FBgn0051675	5	1	E6	E6	uniform_high
FBgn0051676	2	4	E5	E5	early_constraint
FBgn0051683	6	3	E1	E1	uniform_low
FBgn0051694	6	1	E5	broad	uniform_low
FBgn0051710	6	4	E4	broad	uniform_low
FBgn0051712	5	1	E1	broad	uniform_high
FBgn0051715	4	4	E1	E1	late_constraint
FBgn0051717	3	5	E2	broad	inverse_hourglass
FBgn0051729	6	1	E5	broad	uniform_low
FBgn0051739	6	1	E1	E1	uniform_low
FBgn0051777	3	2	E4	E4	inverse_hourglass
FBgn0051781	2	3	E5	E5	early_constraint
FBgn0051800	5	5	E2	broad	uniform_high
FBgn0051812	3	2	E1	E1	inverse_hourglass
FBgn0051852	5	2	E1	E1	uniform_high
FBgn0051855	6	2	E1	broad	uniform_low
FBgn0051864	6	1	E1	E1	uniform_low
FBgn0051875	4	5	E1	E1	late_constraint
FBgn0051901	2	4	E7	E7	early_constraint
FBgn0051950	5	1	E2	E2	uniform_high
FBgn0051957	1	4	E1	E1	hourglass
FBgn0051961	1	5	E1	E1	hourglass
FBgn0051973	1	3	E5	E5	hourglass
FBgn0051974	2	4	E7	E7	early_constraint
FBgn0051992	4	1	E1	broad	late_constraint
FBgn0051998	4	3	E2	broad	late_constraint
FBgn0052000	4	2	E5	broad	late_constraint
FBgn0052016	4	1	E1	broad	late_constraint
FBgn0052022	3	2	E1	E1	inverse_hourglass
FBgn0052039	1	3	E1	E1	hourglass
FBgn0052054	2	4	E7	E7	early_constraint
FBgn0052066	1	1	E2	broad	hourglass
FBgn0052068	6	3	E1	E1	uniform_low
FBgn0052069	6	2	E2	broad	uniform_low
FBgn0052075	2	4	E1	E1	early_constraint
FBgn0052076	5	3	E3	E3	uniform_high
FBgn0052095	4	2	E1	E1	late_constraint
FBgn0052100	1	1	E2	E2	hourglass
FBgn0052103	5	5	E8	E8	uniform_high
FBgn0052109	1	5	E1	E1	hourglass
FBgn0052113	5	2	E3	E3	uniform_high
FBgn0052163	6	5	E1	E1	uniform_low
FBgn0052176	3	5	E1	E1	inverse_hourglass
FBgn0052179	5	1	E1	broad	uniform_high
FBgn0052196	5	2	E7	E7	uniform_high
FBgn0052207	6	1	E1	E1	uniform_low
FBgn0052214	3	4	E5	E5	inverse_hourglass
FBgn0052218	5	5	E5	E5	uniform_high
FBgn0052226	1	5	E4	E4	hourglass
FBgn0052237	2	4	E6	E6	early_constraint
FBgn0052262	1	5	E7	broad	hourglass
FBgn0052278	6	1	E1	broad	uniform_low
FBgn0052284	2	4	E8	E8	early_constraint
FBgn0052302	2	4	E7	E7	early_constraint
FBgn0052311	2	4	E6	E6	early_constraint
FBgn0052343	5	5	E3	E3	uniform_high
FBgn0052344	1	3	E1	broad	hourglass
FBgn0052350	6	5	E1	E1	uniform_low
FBgn0052364	5	2	E1	E1	uniform_high
FBgn0052380	5	5	E4	broad	uniform_high
FBgn0052407	4	2	E3	E3	late_constraint
FBgn0052409	1	5	E1	E1	hourglass
FBgn0052412	2	1	E6	E6	early_constraint
FBgn0052418	2	2	E1	broad	early_constraint
FBgn0052423	5	2	E5	broad	uniform_high
FBgn0052438	5	1	E2	E2	uniform_high
FBgn0052442	6	2	E1	E1	uniform_low
FBgn0052446	3	5	E1	E1	inverse_hourglass
FBgn0052448	6	1	E2	broad	uniform_low
FBgn0052451	4	2	E1	broad	late_constraint
FBgn0052473	5	2	E6	E6	uniform_high
FBgn0052479	5	2	E1	broad	uniform_high
FBgn0052484	5	5	E4	E4	uniform_high
FBgn0052512	4	5	E1	E1	late_constraint
FBgn0052521	2	1	E6	E6	early_constraint
FBgn0052528	1	1	E6	broad	hourglass
FBgn0052529	5	2	E4	E4	uniform_high
FBgn0052549	4	2	E8	broad	late_constraint
FBgn0052554	1	1	E2	E2	hourglass
FBgn0052571	2	4	E5	E5	early_constraint
FBgn0052576	3	4	E1	broad	inverse_hourglass
FBgn0052579	4	5	E2	E2	late_constraint
FBgn0052590	6	1	E1	E1	uniform_low
FBgn0052594	4	2	E4	broad	late_constraint
FBgn0052626	1	3	E7	E7	hourglass
FBgn0052633	2	4	E6	E6	early_constraint
FBgn0052638	6	3	E1	E1	uniform_low
FBgn0052641	6	5	E1	E1	uniform_low
FBgn0052654	6	1	E4	E4	uniform_low
FBgn0052666	3	5	E8	broad	inverse_hourglass
FBgn0052675	6	1	E4	broad	uniform_low
FBgn0052685	3	5	E3	broad	inverse_hourglass
FBgn0052687	2	2	E7	E7	early_constraint
FBgn0052694	2	4	E6	E6	early_constraint
FBgn0052695	2	3	E8	E8	early_constraint
FBgn0052732	5	5	E5	E5	uniform_high
FBgn0052756	5	5	E1	E1	uniform_high
FBgn0052758	4	2	E8	E8	late_constraint
FBgn0052772	4	5	E4	broad	late_constraint
FBgn0052791	5	5	E8	broad	uniform_high
FBgn0052803	6	1	E1	E1	uniform_low
FBgn0052831	6	5	E1	E1	uniform_low
FBgn0052856	6	2	E2	E2	uniform_low
FBgn0052865	6	5	E2	E2	uniform_low
FBgn0052982	5	1	E5	E5	uniform_high
FBgn0053051	2	4	E2	E2	early_constraint
FBgn0053052	1	1	E3	E3	hourglass
FBgn0053087	6	3	E2	broad	uniform_low
FBgn0053096	6	2	E1	E1	uniform_low
FBgn0053099	4	2	E3	E3	late_constraint
FBgn0053100	1	1	E3	broad	hourglass
FBgn0053107	4	5	E1	E1	late_constraint
FBgn0053108	2	4	E2	E2	early_constraint
FBgn0053111	6	4	E4	broad	uniform_low
FBgn0053116	5	3	E2	E2	uniform_high
FBgn0053138	5	1	E6	E6	uniform_high
FBgn0053144	3	2	E6	E6	inverse_hourglass
FBgn0053156	5	3	E5	E5	uniform_high
FBgn0053160	2	3	E6	E6	early_constraint
FBgn0053169	3	2	E5	broad	inverse_hourglass
FBgn0053170	6	3	E1	broad	uniform_low
FBgn0053180	3	2	E1	E1	inverse_hourglass
FBgn0053181	5	1	E1	E1	uniform_high
FBgn0053192	2	4	E8	E8	early_constraint
FBgn0053196	3	2	E6	E6	inverse_hourglass
FBgn0053200	4	5	E2	E2	late_constraint
FBgn0053208	3	5	E4	E4	inverse_hourglass
FBgn0053229	1	1	E8	broad	hourglass
FBgn0053230	1	5	E7	E7	hourglass
FBgn0053269	2	3	E6	E6	early_constraint
FBgn0053271	2	4	E6	E6	early_constraint
FBgn0053276	6	5	E1	E1	uniform_low
FBgn0053307	2	4	E8	E8	early_constraint
FBgn0053474	5	1	E7	E7	uniform_high
FBgn0053481	2	4	E5	E5	early_constraint
FBgn0053493	6	1	E7	E7	uniform_low
FBgn0053494	5	2	E2	E2	uniform_high
FBgn0053505	5	4	E3	E3	uniform_high
FBgn0053514	2	4	E7	E7	early_constraint
FBgn0053519	2	4	E6	E6	early_constraint
FBgn0053523	1	1	E4	broad	hourglass
FBgn0053526	2	4	E3	broad	early_constraint
FBgn0053558	3	3	E4	E4	inverse_hourglass
FBgn0053635	6	3	E1	E1	uniform_low
FBgn0053653	3	3	E5	broad	inverse_hourglass
FBgn0053774	4	2	E1	E1	late_constraint
FBgn0053868	4	1	E2	E2	late_constraint
FBgn0053969	5	1	E2	E2	uniform_high
FBgn0054003	2	4	E4	E4	early_constraint
FBgn0054005	2	4	E7	E7	early_constraint
FBgn0054007	3	2	E4	E4	inverse_hourglass
FBgn0054008	6	1	E1	E1	uniform_low
FBgn0054010	5	1	E2	E2	uniform_high
FBgn0054015	6	1	E1	E1	uniform_low
FBgn0054031	5	5	E6	E6	uniform_high
FBgn0058160	6	3	E1	broad	uniform_low
FBgn0058178	6	5	E8	broad	uniform_low
FBgn0058191	3	5	E2	broad	inverse_hourglass
FBgn0058263	1	3	E5	broad	hourglass
FBgn0058298	1	3	E7	E7	hourglass
FBgn0058439	6	1	E2	E2	uniform_low
FBgn0061198	3	5	E2	E2	inverse_hourglass
FBgn0061469	2	2	E1	E1	early_constraint
FBgn0061492	3	5	E1	broad	inverse_hourglass
FBgn0062413	6	1	E5	E5	uniform_low
FBgn0062440	6	5	E1	broad	uniform_low
FBgn0062449	3	5	E2	broad	inverse_hourglass
FBgn0062961	2	4	E8	E8	early_constraint
FBgn0063449	4	5	E2	E2	late_constraint
FBgn0063493	5	1	E8	broad	uniform_high
FBgn0063497	2	4	E7	E7	early_constraint
FBgn0063499	2	1	E7	E7	early_constraint
FBgn0063670	3	5	E1	E1	inverse_hourglass
FBgn0065032	3	4	E8	E8	inverse_hourglass
FBgn0065035	6	1	E1	E1	uniform_low
FBgn0065099	2	2	E2	E2	early_constraint
FBgn0066101	1	3	E7	E7	hourglass
FBgn0066114	1	5	E1	E1	hourglass
FBgn0067102	5	3	E5	E5	uniform_high
FBgn0067629	6	2	E1	E1	uniform_low
FBgn0067864	3	2	E3	E3	inverse_hourglass
FBgn0067905	2	4	E8	E8	early_constraint
FBgn0069242	3	3	E1	broad	inverse_hourglass
FBgn0069923	3	5	E1	broad	inverse_hourglass
FBgn0082582	4	3	E6	broad	late_constraint
FBgn0082585	5	4	E3	E3	uniform_high
FBgn0083027	5	2	E3	broad	uniform_high
FBgn0083068	6	3	E1	E1	uniform_low
FBgn0083123	4	3	E2	E2	late_constraint
FBgn0083124	6	5	E2	E2	uniform_low
FBgn0083953	4	2	E1	E1	late_constraint
FBgn0083961	6	5	E1	E1	uniform_low
FBgn0083962	5	5	E8	E8	uniform_high
FBgn0083968	2	4	E4	broad	early_constraint
FBgn0083983	3	5	E2	broad	inverse_hourglass
FBgn0083986	6	2	E2	broad	uniform_low
FBgn0083990	6	2	E2	E2	uniform_low
FBgn0085192	6	5	E2	E2	uniform_low
FBgn0085205	6	4	E8	E8	uniform_low
FBgn0085212	6	1	E1	E1	uniform_low
FBgn0085220	3	5	E1	broad	inverse_hourglass
FBgn0085223	2	2	E6	broad	early_constraint
FBgn0085224	1	5	E2	E2	hourglass
FBgn0085229	6	5	E1	E1	uniform_low
FBgn0085243	6	1	E1	E1	uniform_low
FBgn0085257	6	1	E8	broad	uniform_low
FBgn0085284	6	3	E1	E1	uniform_low
FBgn0085305	3	3	E5	E5	inverse_hourglass
FBgn0085313	2	4	E6	E6	early_constraint
FBgn0085339	6	5	E7	E7	uniform_low
FBgn0085377	1	3	E3	E3	hourglass
FBgn0085391	3	3	E5	E5	inverse_hourglass
FBgn0085400	3	2	E3	E3	inverse_hourglass
FBgn0085407	5	2	E3	E3	uniform_high
FBgn0085409	3	2	E4	E4	inverse_hourglass
FBgn0085412	3	5	E4	E4	inverse_hourglass
FBgn0085423	3	5	E6	broad	inverse_hourglass
FBgn0085424	4	5	E2	E2	late_constraint
FBgn0085430	3	2	E3	broad	inverse_hourglass
FBgn0085433	2	4	E3	E3	early_constraint
FBgn0085434	3	2	E6	broad	inverse_hourglass
FBgn0085436	5	5	E6	broad	uniform_high
FBgn0085437	2	4	E4	E4	early_constraint
FBgn0085442	3	3	E2	E2	inverse_hourglass
FBgn0085443	5	1	E5	E5	uniform_high
FBgn0085446	2	4	E6	E6	early_constraint
FBgn0085451	3	2	E3	broad	inverse_hourglass
FBgn0085453	2	4	E1	E1	early_constraint
FBgn0085455	2	4	E7	E7	early_constraint
FBgn0085475	2	4	E7	E7	early_constraint
FBgn0085478	3	5	E6	broad	inverse_hourglass
FBgn0085484	1	3	E2	broad	hourglass
FBgn0085638	1	5	E1	E1	hourglass
FBgn0085736	6	5	E1	E1	uniform_low
FBgn0086129	4	1	E1	broad	late_constraint
FBgn0086130	2	4	E1	E1	early_constraint
FBgn0086253	4	5	E1	E1	late_constraint
FBgn0086346	3	5	E8	broad	inverse_hourglass
FBgn0086347	4	5	E6	E6	late_constraint
FBgn0086350	4	5	E1	E1	late_constraint
FBgn0086356	4	5	E1	E1	late_constraint
FBgn0086358	5	1	E6	E6	uniform_high
FBgn0086359	1	1	E5	E5	hourglass
FBgn0086361	6	1	E1	E1	uniform_low
FBgn0086362	1	1	E1	E1	hourglass
FBgn0086370	5	1	E1	broad	uniform_high
FBgn0086371	6	5	E1	broad	uniform_low
FBgn0086372	5	1	E8	E8	uniform_high
FBgn0086378	4	1	E1	broad	late_constraint
FBgn0086384	1	3	E2	E2	hourglass
FBgn0086443	5	1	E8	broad	uniform_high
FBgn0086445	4	2	E1	E1	late_constraint
FBgn0086446	6	1	E1	broad	uniform_low
FBgn0086447	6	2	E2	E2	uniform_low
FBgn0086448	4	2	E1	E1	late_constraint
FBgn0086519	2	4	E6	E6	early_constraint
FBgn0086605	6	5	E1	E1	uniform_low
FBgn0086655	3	5	E3	E3	inverse_hourglass
FBgn0086656	1	1	E8	broad	hourglass
FBgn0086657	1	2	E2	E2	hourglass
FBgn0086670	5	3	E7	E7	uniform_high
FBgn0086674	5	5	E4	E4	uniform_high
FBgn0086676	1	1	E4	E4	hourglass
FBgn0086679	3	2	E2	E2	inverse_hourglass
FBgn0086683	6	5	E1	E1	uniform_low
FBgn0086686	3	2	E8	broad	inverse_hourglass
FBgn0086687	1	3	E8	broad	hourglass
FBgn0086690	4	2	E4	E4	late_constraint
FBgn0086694	6	2	E1	E1	uniform_low
FBgn0086707	4	2	E2	E2	late_constraint
FBgn0086708	3	2	E6	E6	inverse_hourglass
FBgn0086711	1	1	E1	E1	hourglass
FBgn0086712	5	5	E5	E5	uniform_high
FBgn0086768	4	1	E1	broad	late_constraint
FBgn0086779	1	1	E2	E2	hourglass
FBgn0086784	4	1	E5	broad	late_constraint
FBgn0086785	1	1	E2	E2	hourglass
FBgn0086855	4	1	E2	E2	late_constraint
FBgn0086895	4	5	E1	E1	late_constraint
FBgn0086898	1	1	E4	E4	hourglass
FBgn0086908	6	3	E2	E2	uniform_low
FBgn0086912	2	4	E1	E1	early_constraint
FBgn0087007	5	3	E4	E4	uniform_high
FBgn0087008	3	5	E4	E4	inverse_hourglass
FBgn0087013	3	2	E7	broad	inverse_hourglass
FBgn0087035	6	3	E3	broad	uniform_low
FBgn0087039	4	2	E1	E1	late_constraint
FBgn0243511	5	4	E4	E4	uniform_high
FBgn0243512	5	5	E8	broad	uniform_high
FBgn0243513	4	1	E2	broad	late_constraint
FBgn0243516	1	2	E3	broad	hourglass
FBgn0250732	6	2	E2	broad	uniform_low
FBgn0250754	4	2	E2	E2	late_constraint
FBgn0250757	2	4	E7	E7	early_constraint
FBgn0250788	3	2	E6	broad	inverse_hourglass
FBgn0250816	1	1	E1	E1	hourglass
FBgn0250830	4	2	E1	E1	late_constraint
FBgn0250836	2	4	E7	E7	early_constraint
FBgn0250839	6	3	E4	E4	uniform_low
FBgn0250867	5	2	E2	E2	uniform_high
FBgn0250868	3	2	E1	broad	inverse_hourglass
FBgn0250869	1	5	E1	E1	hourglass
FBgn0250871	3	2	E6	E6	inverse_hourglass
FBgn0250906	3	2	E6	E6	inverse_hourglass
FBgn0250907	5	1	E4	E4	uniform_high
FBgn0259111	5	3	E6	E6	uniform_high
FBgn0259112	4	2	E1	E1	late_constraint
FBgn0259143	3	2	E8	E8	inverse_hourglass
FBgn0259152	2	3	E4	broad	early_constraint
FBgn0259163	1	1	E5	E5	hourglass
FBgn0259168	3	5	E1	E1	inverse_hourglass
FBgn0259170	5	2	E1	broad	uniform_high
FBgn0259173	3	5	E2	E2	inverse_hourglass
FBgn0259174	4	4	E6	broad	late_constraint
FBgn0259175	3	4	E5	E5	inverse_hourglass
FBgn0259178	5	3	E4	broad	uniform_high
FBgn0259214	5	2	E6	broad	uniform_high
FBgn0259221	2	3	E6	E6	early_constraint
FBgn0259227	5	5	E6	E6	uniform_high
FBgn0259228	5	2	E6	broad	uniform_high
FBgn0259234	3	2	E5	E5	inverse_hourglass
FBgn0259243	3	3	E6	broad	inverse_hourglass
FBgn0259244	3	2	E4	E4	inverse_hourglass
FBgn0259247	6	5	E5	broad	uniform_low
FBgn0259481	4	2	E5	broad	late_constraint
FBgn0259482	1	5	E1	E1	hourglass
FBgn0259483	6	1	E2	broad	uniform_low
FBgn0259685	4	5	E3	E3	late_constraint
FBgn0259704	1	4	E2	E2	hourglass
FBgn0259705	3	5	E7	broad	inverse_hourglass
FBgn0259722	3	2	E7	broad	inverse_hourglass
FBgn0259734	4	5	E5	E5	late_constraint
FBgn0259735	3	2	E4	E4	inverse_hourglass
FBgn0259742	6	3	E1	E1	uniform_low
FBgn0259745	4	5	E1	E1	late_constraint
FBgn0259749	2	4	E6	E6	early_constraint
FBgn0259789	5	2	E2	broad	uniform_high
FBgn0259791	4	5	E1	E1	late_constraint
FBgn0259824	3	5	E3	broad	inverse_hourglass
FBgn0259876	4	1	E2	E2	late_constraint
FBgn0259916	3	2	E1	E1	inverse_hourglass
FBgn0259927	5	3	E8	E8	uniform_high
FBgn0259936	4	5	E1	E1	late_constraint
FBgn0259938	5	5	E8	E8	uniform_high
FBgn0259982	6	5	E1	E1	uniform_low
FBgn0259984	4	2	E6	broad	late_constraint
FBgn0259992	2	1	E7	E7	early_constraint
FBgn0259994	5	2	E8	E8	uniform_high
FBgn0260003	6	2	E4	E4	uniform_low
FBgn0260012	5	3	E1	broad	uniform_high
FBgn0260027	2	2	E1	broad	early_constraint
FBgn0260049	6	1	E4	E4	uniform_low
FBgn0260397	4	1	E1	E1	late_constraint
FBgn0260400	5	2	E3	E3	uniform_high
FBgn0260407	1	3	E1	broad	hourglass
FBgn0260439	6	2	E1	broad	uniform_low
FBgn0260440	3	5	E3	E3	inverse_hourglass
FBgn0260442	3	2	E6	broad	inverse_hourglass
FBgn0260444	5	2	E3	broad	uniform_high
FBgn0260456	2	4	E1	broad	early_constraint
FBgn0260462	2	3	E2	broad	early_constraint
FBgn0260484	3	2	E1	E1	inverse_hourglass
FBgn0260632	1	1	E8	E8	hourglass
FBgn0260634	3	2	E4	E4	inverse_hourglass
FBgn0260639	5	5	E1	E1	uniform_high
FBgn0260642	4	2	E4	E4	late_constraint
FBgn0260648	4	5	E2	E2	late_constraint
FBgn0260655	4	5	E7	broad	late_constraint
FBgn0260659	5	5	E2	broad	uniform_high
FBgn0260741	1	3	E1	E1	hourglass
FBgn0260742	6	3	E1	E1	uniform_low
FBgn0260744	5	3	E2	E2	uniform_high
FBgn0260746	3	2	E5	E5	inverse_hourglass
FBgn0260747	1	3	E8	E8	hourglass
FBgn0260748	4	2	E5	broad	late_constraint
FBgn0260749	4	2	E1	E1	late_constraint
FBgn0260750	1	3	E6	broad	hourglass
FBgn0260755	5	1	E1	E1	uniform_high
FBgn0260756	1	1	E1	E1	hourglass
FBgn0260768	6	2	E7	E7	uniform_low
FBgn0260780	1	1	E1	E1	hourglass
FBgn0260795	3	3	E1	broad	inverse_hourglass
FBgn0260798	6	2	E4	broad	uniform_low
FBgn0260799	4	2	E3	broad	late_constraint
FBgn0260856	1	1	E2	E2	hourglass
FBgn0260857	6	2	E2	broad	uniform_low
FBgn0260860	6	1	E1	broad	uniform_low
FBgn0260934	3	5	E4	broad	inverse_hourglass
FBgn0260938	6	3	E4	broad	uniform_low
FBgn0260940	1	1	E2	E2	hourglass
FBgn0260941	4	2	E5	broad	late_constraint
FBgn0260959	6	4	E2	E2	uniform_low
FBgn0260960	5	1	E4	broad	uniform_high
FBgn0260962	1	5	E1	E1	hourglass
FBgn0260964	3	4	E5	E5	inverse_hourglass
FBgn0260971	6	2	E8	E8	uniform_low
FBgn0260972	1	4	E5	E5	hourglass
FBgn0260985	1	2	E2	E2	hourglass
FBgn0260987	6	3	E1	broad	uniform_low
FBgn0260991	3	5	E1	E1	inverse_hourglass
FBgn0261004	4	5	E1	E1	late_constraint
FBgn0261014	5	5	E2	broad	uniform_high
FBgn0261020	2	3	E1	broad	early_constraint
FBgn0261049	1	1	E2	broad	hourglass
FBgn0261065	4	1	E2	E2	late_constraint
FBgn0261067	6	1	E2	E2	uniform_low
FBgn0261068	6	5	E2	E2	uniform_low
FBgn0261109	5	3	E3	E3	uniform_high
FBgn0261111	1	3	E2	E2	hourglass
FBgn0261119	6	5	E1	E1	uniform_low
FBgn0261238	3	2	E3	E3	inverse_hourglass
FBgn0261245	4	2	E3	E3	late_constraint
FBgn0261258	2	4	E6	E6	early_constraint
FBgn0261260	3	2	E4	E4	inverse_hourglass
FBgn0261261	5	5	E5	E5	uniform_high
FBgn0261266	6	2	E1	E1	uniform_low
FBgn0261268	6	2	E3	broad	uniform_low
FBgn0261276	5	3	E6	broad	uniform_high
FBgn0261278	1	1	E1	E1	hourglass
FBgn0261279	1	5	E6	broad	hourglass
FBgn0261283	3	2	E8	E8	inverse_hourglass
FBgn0261285	5	2	E8	E8	uniform_high
FBgn0261373	5	3	E2	broad	uniform_high
FBgn0261380	4	1	E2	broad	late_constraint
FBgn0261383	3	5	E4	broad	inverse_hourglass
FBgn0261385	4	2	E2	E2	late_constraint
FBgn0261387	4	1	E1	E1	late_constraint
FBgn0261393	2	4	E8	E8	early_constraint
FBgn0261396	1	1	E2	broad	hourglass
FBgn0261397	3	5	E6	broad	inverse_hourglass
FBgn0261403	4	2	E5	broad	late_constraint
FBgn0261436	5	1	E6	E6	uniform_high
FBgn0261437	6	5	E1	E1	uniform_low
FBgn0261444	5	2	E4	E4	uniform_high
FBgn0261445	1	3	E5	broad	hourglass
FBgn0261456	6	4	E1	E1	uniform_low
FBgn0261458	6	2	E8	broad	uniform_low
FBgn0261461	4	1	E8	broad	late_constraint
FBgn0261477	3	5	E6	broad	inverse_hourglass
FBgn0261479	2	4	E1	E1	early_constraint
FBgn0261509	3	2	E4	E4	inverse_hourglass
FBgn0261524	4	3	E1	E1	late_constraint
FBgn0261532	6	3	E1	E1	uniform_low
FBgn0261535	5	3	E1	E1	uniform_high
FBgn0261549	3	3	E7	E7	inverse_hourglass
FBgn0261553	5	2	E6	E6	uniform_high
FBgn0261554	2	2	E2	E2	early_constraint
FBgn0261556	3	2	E8	E8	inverse_hourglass
FBgn0261562	1	1	E1	broad	hourglass
FBgn0261564	2	1	E2	broad	early_constraint
FBgn0261565	3	5	E5	E5	inverse_hourglass
FBgn0261570	4	2	E4	broad	late_constraint
FBgn0261573	4	5	E1	E1	late_constraint
FBgn0261574	3	2	E2	broad	inverse_hourglass
FBgn0261609	1	1	E3	broad	hourglass
FBgn0261610	5	2	E4	E4	uniform_high
FBgn0261617	3	2	E1	broad	inverse_hourglass
FBgn0261641	3	5	E3	E3	inverse_hourglass
FBgn0261647	5	5	E4	broad	uniform_high
FBgn0261671	3	3	E8	broad	inverse_hourglass
FBgn0261673	6	2	E5	E5	uniform_low
FBgn0261674	1	1	E1	E1	hourglass
FBgn0261682	2	4	E7	E7	early_constraint
